[2022-03-27 17:41:53,790][run.py][line:112][INFO] start training on GPU 0!
[2022-03-27 17:41:53,790][run.py][line:113][INFO] Namespace(attn_type='rgcn', batch_size=4, bert_dim=1024, bert_model_dir='', bert_tokenizer_dir='', cuda=True, dataset_name='MELD', dropout=0.1, emb_dim=1024, epochs=70, gnn_layers=2, hidden_dim=300, lr=1e-05, max_grad_norm=5.0, max_sent_len=200, mlp_layers=2, no_cuda=False, no_rel_attn=False, nodal_att_type=None, tensorboard=False, windowf=0, windowp=1)
[2022-03-27 17:42:44,124][run.py][line:167][INFO] Epoch: 1, train_loss: 0.9479, train_acc: 87.11, train_fscore: 86.32, valid_loss: 1.2682, valid_acc: 63.21, valid_fscore: 61.12, test_loss: 1.2883, test_acc: 63.79, test_fscore: 62.25, time: 40.67 sec
[2022-03-27 17:50:38,922][run.py][line:167][INFO] Epoch: 12, train_loss: 0.1517, train_acc: 96.22, train_fscore: 96.23, valid_loss: 1.6264, valid_acc: 63.39, valid_fscore: 62.55, test_loss: 1.6991, test_acc: 63.87, test_fscore: 63.41, time: 43.33 sec
[2022-03-27 17:51:22,503][run.py][line:167][INFO] Epoch: 13, train_loss: 0.1494, train_acc: 96.27, train_fscore: 96.27, valid_loss: 1.5967, valid_acc: 63.12, valid_fscore: 62.4, test_loss: 1.6853, test_acc: 63.03, test_fscore: 62.74, time: 43.58 sec
[2022-03-27 17:52:07,171][run.py][line:167][INFO] Epoch: 14, train_loss: 0.15, train_acc: 96.22, train_fscore: 96.22, valid_loss: 1.5605, valid_acc: 63.39, valid_fscore: 62.84, test_loss: 1.6616, test_acc: 63.26, test_fscore: 63.05, time: 44.67 sec
[2022-03-27 17:52:49,146][run.py][line:167][INFO] Epoch: 15, train_loss: 0.1491, train_acc: 96.28, train_fscore: 96.28, valid_loss: 1.6145, valid_acc: 63.48, valid_fscore: 62.75, test_loss: 1.6898, test_acc: 63.41, test_fscore: 63.09, time: 41.98 sec
[2022-03-27 17:53:32,869][run.py][line:167][INFO] Epoch: 16, train_loss: 0.1422, train_acc: 96.21, train_fscore: 96.22, valid_loss: 1.6383, valid_acc: 63.48, valid_fscore: 62.73, test_loss: 1.7063, test_acc: 63.83, test_fscore: 63.43, time: 43.72 sec
[2022-03-27 17:54:15,977][run.py][line:167][INFO] Epoch: 17, train_loss: 0.1465, train_acc: 96.34, train_fscore: 96.35, valid_loss: 1.5913, valid_acc: 63.39, valid_fscore: 62.71, test_loss: 1.6872, test_acc: 63.49, test_fscore: 63.15, time: 43.11 sec
[2022-03-27 17:55:00,170][run.py][line:167][INFO] Epoch: 18, train_loss: 0.146, train_acc: 96.38, train_fscore: 96.38, valid_loss: 1.63, valid_acc: 63.84, valid_fscore: 63.15, test_loss: 1.707, test_acc: 63.64, test_fscore: 63.34, time: 44.19 sec
[2022-03-27 17:55:41,287][run.py][line:167][INFO] Epoch: 19, train_loss: 0.14, train_acc: 96.33, train_fscore: 96.34, valid_loss: 1.6275, valid_acc: 63.3, valid_fscore: 62.42, test_loss: 1.7224, test_acc: 63.72, test_fscore: 63.29, time: 41.12 sec
[2022-03-27 17:56:23,116][run.py][line:167][INFO] Epoch: 20, train_loss: 0.1446, train_acc: 96.3, train_fscore: 96.3, valid_loss: 1.5552, valid_acc: 63.93, valid_fscore: 63.18, test_loss: 1.6677, test_acc: 63.64, test_fscore: 63.31, time: 41.83 sec
[2022-03-27 17:57:04,860][run.py][line:167][INFO] Epoch: 21, train_loss: 0.1431, train_acc: 96.29, train_fscore: 96.3, valid_loss: 1.6172, valid_acc: 63.39, valid_fscore: 62.74, test_loss: 1.6979, test_acc: 63.14, test_fscore: 62.87, time: 41.74 sec
[2022-03-27 17:57:46,339][run.py][line:167][INFO] Epoch: 22, train_loss: 0.1415, train_acc: 96.42, train_fscore: 96.43, valid_loss: 1.6454, valid_acc: 63.39, valid_fscore: 62.49, test_loss: 1.6923, test_acc: 63.87, test_fscore: 63.37, time: 41.48 sec
[2022-03-27 17:58:28,202][run.py][line:167][INFO] Epoch: 23, train_loss: 0.14, train_acc: 96.31, train_fscore: 96.31, valid_loss: 1.6354, valid_acc: 63.75, valid_fscore: 62.96, test_loss: 1.7289, test_acc: 63.68, test_fscore: 63.27, time: 41.86 sec
[2022-03-27 17:59:10,805][run.py][line:167][INFO] Epoch: 24, train_loss: 0.1375, train_acc: 96.43, train_fscore: 96.43, valid_loss: 1.6252, valid_acc: 63.12, valid_fscore: 62.33, test_loss: 1.7294, test_acc: 63.6, test_fscore: 63.2, time: 42.6 sec
[2022-03-27 17:59:52,334][run.py][line:167][INFO] Epoch: 25, train_loss: 0.1367, train_acc: 96.43, train_fscore: 96.43, valid_loss: 1.6241, valid_acc: 63.57, valid_fscore: 62.86, test_loss: 1.7492, test_acc: 63.45, test_fscore: 63.07, time: 41.53 sec
[2022-03-27 18:00:33,506][run.py][line:167][INFO] Epoch: 26, train_loss: 0.1397, train_acc: 96.38, train_fscore: 96.39, valid_loss: 1.6464, valid_acc: 63.3, valid_fscore: 62.66, test_loss: 1.7372, test_acc: 62.84, test_fscore: 62.53, time: 41.17 sec
[2022-03-27 18:01:15,201][run.py][line:167][INFO] Epoch: 27, train_loss: 0.1415, train_acc: 96.49, train_fscore: 96.49, valid_loss: 1.5805, valid_acc: 63.93, valid_fscore: 63.36, test_loss: 1.698, test_acc: 63.18, test_fscore: 62.94, time: 41.69 sec
[2022-03-27 18:01:56,172][run.py][line:167][INFO] Epoch: 28, train_loss: 0.1357, train_acc: 96.44, train_fscore: 96.45, valid_loss: 1.6163, valid_acc: 63.75, valid_fscore: 63.07, test_loss: 1.734, test_acc: 63.6, test_fscore: 63.25, time: 40.97 sec
[2022-03-27 18:02:37,653][run.py][line:167][INFO] Epoch: 29, train_loss: 0.1348, train_acc: 96.5, train_fscore: 96.5, valid_loss: 1.6635, valid_acc: 63.75, valid_fscore: 63.1, test_loss: 1.7423, test_acc: 63.56, test_fscore: 63.28, time: 41.48 sec
[2022-03-27 18:03:19,530][run.py][line:167][INFO] Epoch: 30, train_loss: 0.133, train_acc: 96.53, train_fscore: 96.53, valid_loss: 1.6882, valid_acc: 63.66, valid_fscore: 63.0, test_loss: 1.7504, test_acc: 63.07, test_fscore: 62.8, time: 41.88 sec
[2022-03-27 18:04:01,380][run.py][line:167][INFO] Epoch: 31, train_loss: 0.1308, train_acc: 96.52, train_fscore: 96.53, valid_loss: 1.633, valid_acc: 63.66, valid_fscore: 62.87, test_loss: 1.7603, test_acc: 63.6, test_fscore: 63.23, time: 41.85 sec
[2022-03-27 18:04:44,769][run.py][line:167][INFO] Epoch: 32, train_loss: 0.1317, train_acc: 96.61, train_fscore: 96.61, valid_loss: 1.651, valid_acc: 63.57, valid_fscore: 62.88, test_loss: 1.7595, test_acc: 63.72, test_fscore: 63.4, time: 43.39 sec
[2022-03-27 18:05:28,053][run.py][line:167][INFO] Epoch: 33, train_loss: 0.1269, train_acc: 96.59, train_fscore: 96.59, valid_loss: 1.6953, valid_acc: 63.57, valid_fscore: 62.9, test_loss: 1.7819, test_acc: 63.37, test_fscore: 62.99, time: 43.28 sec
[2022-03-27 18:06:12,420][run.py][line:167][INFO] Epoch: 34, train_loss: 0.1284, train_acc: 96.6, train_fscore: 96.6, valid_loss: 1.7327, valid_acc: 63.48, valid_fscore: 62.77, test_loss: 1.7987, test_acc: 63.49, test_fscore: 63.08, time: 44.37 sec
[2022-03-27 18:06:55,790][run.py][line:167][INFO] Epoch: 35, train_loss: 0.1272, train_acc: 96.65, train_fscore: 96.65, valid_loss: 1.6409, valid_acc: 63.39, valid_fscore: 62.9, test_loss: 1.7662, test_acc: 63.3, test_fscore: 63.14, time: 43.37 sec
[2022-03-27 18:07:37,940][run.py][line:167][INFO] Epoch: 36, train_loss: 0.1248, train_acc: 96.71, train_fscore: 96.71, valid_loss: 1.6488, valid_acc: 63.57, valid_fscore: 62.86, test_loss: 1.78, test_acc: 63.6, test_fscore: 63.31, time: 42.15 sec
[2022-03-27 18:08:21,581][run.py][line:167][INFO] Epoch: 37, train_loss: 0.1257, train_acc: 96.69, train_fscore: 96.69, valid_loss: 1.7065, valid_acc: 63.57, valid_fscore: 62.82, test_loss: 1.8114, test_acc: 63.14, test_fscore: 62.87, time: 43.64 sec
[2022-03-27 18:09:04,859][run.py][line:167][INFO] Epoch: 38, train_loss: 0.1236, train_acc: 96.8, train_fscore: 96.8, valid_loss: 1.6841, valid_acc: 63.93, valid_fscore: 63.19, test_loss: 1.8064, test_acc: 63.64, test_fscore: 63.29, time: 43.28 sec
[2022-03-27 18:09:48,183][run.py][line:167][INFO] Epoch: 39, train_loss: 0.1267, train_acc: 96.79, train_fscore: 96.79, valid_loss: 1.6906, valid_acc: 64.2, valid_fscore: 63.67, test_loss: 1.7998, test_acc: 62.87, test_fscore: 62.71, time: 43.32 sec
[2022-03-27 18:10:32,853][run.py][line:167][INFO] Epoch: 40, train_loss: 0.1168, train_acc: 96.86, train_fscore: 96.86, valid_loss: 1.6983, valid_acc: 63.48, valid_fscore: 62.62, test_loss: 1.8419, test_acc: 63.6, test_fscore: 63.07, time: 44.67 sec
[2022-03-27 18:11:16,931][run.py][line:167][INFO] Epoch: 41, train_loss: 0.121, train_acc: 96.79, train_fscore: 96.79, valid_loss: 1.6595, valid_acc: 63.66, valid_fscore: 63.0, test_loss: 1.77, test_acc: 63.45, test_fscore: 63.13, time: 44.08 sec
[2022-03-27 18:11:59,464][run.py][line:167][INFO] Epoch: 42, train_loss: 0.1181, train_acc: 96.87, train_fscore: 96.87, valid_loss: 1.7395, valid_acc: 64.02, valid_fscore: 63.31, test_loss: 1.8282, test_acc: 63.07, test_fscore: 62.76, time: 42.53 sec
[2022-03-27 18:12:42,398][run.py][line:167][INFO] Epoch: 43, train_loss: 0.1147, train_acc: 96.9, train_fscore: 96.9, valid_loss: 1.7365, valid_acc: 63.84, valid_fscore: 63.19, test_loss: 1.8626, test_acc: 63.37, test_fscore: 63.04, time: 42.93 sec
[2022-03-27 18:13:26,000][run.py][line:167][INFO] Epoch: 44, train_loss: 0.116, train_acc: 96.91, train_fscore: 96.91, valid_loss: 1.7637, valid_acc: 63.93, valid_fscore: 63.23, test_loss: 1.862, test_acc: 63.22, test_fscore: 62.85, time: 43.6 sec
[2022-03-27 18:14:09,119][run.py][line:167][INFO] Epoch: 45, train_loss: 0.1132, train_acc: 97.04, train_fscore: 97.04, valid_loss: 1.7016, valid_acc: 63.84, valid_fscore: 63.05, test_loss: 1.8683, test_acc: 62.99, test_fscore: 62.58, time: 43.12 sec
[2022-03-27 18:14:52,760][run.py][line:167][INFO] Epoch: 46, train_loss: 0.1088, train_acc: 96.98, train_fscore: 96.98, valid_loss: 1.8184, valid_acc: 63.93, valid_fscore: 63.16, test_loss: 1.9255, test_acc: 62.99, test_fscore: 62.55, time: 43.64 sec
[2022-03-27 18:15:36,541][run.py][line:167][INFO] Epoch: 47, train_loss: 0.1051, train_acc: 97.04, train_fscore: 97.04, valid_loss: 1.8015, valid_acc: 63.75, valid_fscore: 63.1, test_loss: 1.8955, test_acc: 63.41, test_fscore: 63.06, time: 43.78 sec
[2022-03-27 18:16:18,420][run.py][line:167][INFO] Epoch: 48, train_loss: 0.1029, train_acc: 97.04, train_fscore: 97.04, valid_loss: 1.7912, valid_acc: 63.57, valid_fscore: 62.87, test_loss: 1.8977, test_acc: 63.18, test_fscore: 62.86, time: 41.88 sec
[2022-03-27 18:17:00,465][run.py][line:167][INFO] Epoch: 49, train_loss: 0.1057, train_acc: 97.17, train_fscore: 97.17, valid_loss: 1.9353, valid_acc: 63.39, valid_fscore: 62.49, test_loss: 2.0112, test_acc: 63.14, test_fscore: 62.49, time: 42.04 sec
[2022-03-27 18:17:42,637][run.py][line:167][INFO] Epoch: 50, train_loss: 0.1039, train_acc: 97.1, train_fscore: 97.1, valid_loss: 1.8441, valid_acc: 64.11, valid_fscore: 63.49, test_loss: 1.9694, test_acc: 63.1, test_fscore: 62.8, time: 42.17 sec
[2022-03-27 18:18:25,790][run.py][line:167][INFO] Epoch: 51, train_loss: 0.097, train_acc: 97.23, train_fscore: 97.23, valid_loss: 1.8542, valid_acc: 63.75, valid_fscore: 62.96, test_loss: 1.9893, test_acc: 63.1, test_fscore: 62.63, time: 43.15 sec
[2022-03-27 18:19:07,467][run.py][line:167][INFO] Epoch: 52, train_loss: 0.0972, train_acc: 97.28, train_fscore: 97.28, valid_loss: 1.9375, valid_acc: 63.93, valid_fscore: 63.22, test_loss: 1.9959, test_acc: 63.22, test_fscore: 62.83, time: 41.68 sec
[2022-03-27 18:19:49,435][run.py][line:167][INFO] Epoch: 53, train_loss: 0.0967, train_acc: 97.38, train_fscore: 97.38, valid_loss: 1.8821, valid_acc: 64.11, valid_fscore: 63.48, test_loss: 2.0216, test_acc: 63.07, test_fscore: 62.66, time: 41.97 sec
[2022-03-27 18:20:32,925][run.py][line:167][INFO] Epoch: 54, train_loss: 0.0938, train_acc: 97.4, train_fscore: 97.4, valid_loss: 1.9096, valid_acc: 64.02, valid_fscore: 63.31, test_loss: 2.0315, test_acc: 62.8, test_fscore: 62.4, time: 43.49 sec
[2022-03-27 18:21:17,881][run.py][line:167][INFO] Epoch: 55, train_loss: 0.0905, train_acc: 97.48, train_fscore: 97.48, valid_loss: 1.9549, valid_acc: 63.93, valid_fscore: 63.32, test_loss: 2.0457, test_acc: 62.87, test_fscore: 62.6, time: 44.96 sec
[2022-03-27 18:22:05,489][run.py][line:167][INFO] Epoch: 56, train_loss: 0.087, train_acc: 97.5, train_fscore: 97.5, valid_loss: 1.9335, valid_acc: 63.66, valid_fscore: 63.03, test_loss: 2.0639, test_acc: 62.53, test_fscore: 62.26, time: 47.61 sec
[2022-03-27 18:22:52,409][run.py][line:167][INFO] Epoch: 57, train_loss: 0.0861, train_acc: 97.57, train_fscore: 97.57, valid_loss: 2.0421, valid_acc: 63.39, valid_fscore: 62.52, test_loss: 2.1383, test_acc: 62.64, test_fscore: 62.18, time: 46.92 sec
[2022-03-27 18:23:42,259][run.py][line:167][INFO] Epoch: 58, train_loss: 0.0834, train_acc: 97.61, train_fscore: 97.61, valid_loss: 2.0049, valid_acc: 63.21, valid_fscore: 62.53, test_loss: 2.1265, test_acc: 62.53, test_fscore: 62.21, time: 49.85 sec
[2022-03-27 18:24:27,174][run.py][line:167][INFO] Epoch: 59, train_loss: 0.0797, train_acc: 97.82, train_fscore: 97.82, valid_loss: 2.0635, valid_acc: 63.39, valid_fscore: 62.96, test_loss: 2.172, test_acc: 61.72, test_fscore: 61.64, time: 44.91 sec
[2022-03-27 18:25:13,217][run.py][line:167][INFO] Epoch: 60, train_loss: 0.0792, train_acc: 97.84, train_fscore: 97.84, valid_loss: 2.0863, valid_acc: 63.75, valid_fscore: 63.02, test_loss: 2.1993, test_acc: 62.64, test_fscore: 62.22, time: 46.04 sec
[2022-03-27 18:25:54,882][run.py][line:167][INFO] Epoch: 61, train_loss: 0.0774, train_acc: 97.97, train_fscore: 97.97, valid_loss: 2.1089, valid_acc: 63.75, valid_fscore: 63.02, test_loss: 2.2048, test_acc: 62.53, test_fscore: 62.08, time: 41.67 sec
[2022-03-27 18:26:35,508][run.py][line:167][INFO] Epoch: 62, train_loss: 0.0748, train_acc: 98.04, train_fscore: 98.04, valid_loss: 2.0858, valid_acc: 63.12, valid_fscore: 62.49, test_loss: 2.1848, test_acc: 62.91, test_fscore: 62.55, time: 40.63 sec
[2022-03-27 18:27:13,978][run.py][line:167][INFO] Epoch: 63, train_loss: 0.0753, train_acc: 98.16, train_fscore: 98.16, valid_loss: 2.222, valid_acc: 63.93, valid_fscore: 63.32, test_loss: 2.2589, test_acc: 62.26, test_fscore: 61.96, time: 38.47 sec
[2022-03-27 18:27:52,351][run.py][line:167][INFO] Epoch: 64, train_loss: 0.0694, train_acc: 98.0, train_fscore: 98.0, valid_loss: 2.2108, valid_acc: 63.12, valid_fscore: 62.43, test_loss: 2.3202, test_acc: 62.45, test_fscore: 62.12, time: 38.37 sec
[2022-03-27 18:28:30,523][run.py][line:167][INFO] Epoch: 65, train_loss: 0.0628, train_acc: 98.24, train_fscore: 98.24, valid_loss: 2.2078, valid_acc: 62.76, valid_fscore: 62.06, test_loss: 2.3299, test_acc: 62.41, test_fscore: 61.97, time: 38.17 sec
[2022-03-27 18:29:07,899][run.py][line:167][INFO] Epoch: 66, train_loss: 0.0636, train_acc: 98.19, train_fscore: 98.19, valid_loss: 2.2477, valid_acc: 62.76, valid_fscore: 62.28, test_loss: 2.3638, test_acc: 61.95, test_fscore: 61.73, time: 37.38 sec
[2022-03-27 18:29:45,931][run.py][line:167][INFO] Epoch: 67, train_loss: 0.0624, train_acc: 98.23, train_fscore: 98.23, valid_loss: 2.286, valid_acc: 63.39, valid_fscore: 62.58, test_loss: 2.3847, test_acc: 62.41, test_fscore: 61.91, time: 38.03 sec
[2022-03-27 18:30:24,352][run.py][line:167][INFO] Epoch: 68, train_loss: 0.0613, train_acc: 98.33, train_fscore: 98.33, valid_loss: 2.2789, valid_acc: 62.85, valid_fscore: 62.41, test_loss: 2.4626, test_acc: 61.23, test_fscore: 61.11, time: 38.42 sec
[2022-03-27 18:31:02,617][run.py][line:167][INFO] Epoch: 69, train_loss: 0.0595, train_acc: 98.43, train_fscore: 98.43, valid_loss: 2.3742, valid_acc: 63.3, valid_fscore: 62.59, test_loss: 2.4321, test_acc: 62.57, test_fscore: 62.12, time: 38.27 sec
[2022-03-27 18:31:40,919][run.py][line:167][INFO] Epoch: 70, train_loss: 0.0582, train_acc: 98.47, train_fscore: 98.47, valid_loss: 2.4374, valid_acc: 63.21, valid_fscore: 62.53, test_loss: 2.4833, test_acc: 62.38, test_fscore: 61.91, time: 38.3 sec
[2022-03-27 18:31:40,919][run.py][line:179][INFO] finish training!
[2022-03-27 18:31:40,919][run.py][line:195][INFO] Best F-Score based on validation:62.71
[2022-03-27 18:31:40,919][run.py][line:196][INFO] Best F-Score based on test:63.43
